job_title,company,job_location,job_summary,today,job_salary,extracted_skills,yearly_salary
consultant data science,Aliqan Technologies,"Bengaluru, Karnataka","Immediate to 20 days joining duration*.,Experience: * 4-7 years of experience in a computer vision role.,Plays a key role in designing and vetting of project…",2022-07-26,"₹13,00,000 - ₹23,00,000 a year",[],1800000.0
data analyst,Serendipity corporate services,"Hyderabad, Telangana","Data science: 6 years (Preferred).,*6*+ years of experience in data analytics and consulting.,Advanced programming skills; proficiency with R or Python;…",2022-07-26,"₹20,00,000 - ₹25,00,000 a year","['python', 'r']",2250000.0
data operations specialist,IQVIA,"Bengaluru, Karnataka",Works with Account Managers and customers to get detailed data specifications • Manages data segmentation requests to determine the optimum data set for each…,2022-07-26,Not Disclosed,[],
data operations specialist,IQVIA,"Bengaluru, Karnataka",Works with Account Managers and customers to get detailed data specifications • Manages data segmentation requests to determine the optimum data set for each…,2022-07-26,Not Disclosed,[],
risk - ccb - fraud risk (data science) - associate,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","Perform ad-hoc exploratory statistics and data mining tasks on diverse datasets from small scale to ""big data"".",2022-07-26,Not Disclosed,"['statistics', 'big data']",
data engineer,Meridian soft,"Bengaluru, Karnataka","Strong in data science python libraries like NumPy, Pandas.,Good understanding of data models and relationships among the data.",2022-07-26,"₹5,81,495 - ₹19,30,614 a year","['python', 'pandas', 'numpy']",1256054.5
senior data analyst,Maxim Research Private Limited,"Pune, Maharashtra","Working knowledge of data science/analysis programing languages such as R or Python.,Demonstrated experience using SQL (Structured Query Language) to query…",2022-07-26,"₹45,000 a month","['python', 'sql', 'r']",540000.0
data engineer,IDFC FIRST Bank,"Bengaluru, Karnataka",Own and organize clean data using models for so that data may be available for various banking requirements and resolving critical business-challenges; given…,2022-07-26,Not Disclosed,[],
data engineer i,DXC Technology,"Bengaluru, Karnataka","Responsible for Design and development of efficient data ELT/ETL processes in Azure ADF, Databricks, Synapse, T-SQL etc that leverage External and Internal data…",2022-07-26,Not Disclosed,"['sql', 'azure', 'etl']",
mbos_data science engineer - image database,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Knowledge of data warehouse technologies and relevant data modeling best practices.,Understanding of data science, machine learning, and AI is a plus.",2022-07-26,Not Disclosed,['machine learning'],
data scientist,Nielsen,"Bengaluru, Karnataka","(Computer science or related field).,Strong hands-on experience with SQL, data warehousing, dashboarding, and reporting, involving large datasets and multiple…",2022-07-26,Not Disclosed,['sql'],
data science - manager,Deloitte,"Bengaluru, Karnataka","Fluency in both structured and unstructured data (SQL, NOSQL).,Extensive experience using common machine learning and deep learning libraries and techniques,…",2022-07-26,Not Disclosed,"['sql', 'machine learning', 'deep learning']",
data analyst- power-bi- sql,T&N Business Services Pvt. Ltd.,"Gurgaon, Haryana","*Knowledge of programming language like python will be added advantage for data science.*.,*Experience in dash boarding using google data studio and google…",2022-07-26,"₹4,00,000 - ₹5,00,000 a year",['python'],450000.0
data analyst,Travitons Technologies Pvt Ltd,"Pune, Maharashtra","Performing and documenting data analysis, data validation, and data mapping/design.,Creating tools to store data within the organization.",2022-07-26,"₹50,000 - ₹1,50,000 a month",['data analysis'],1200000.0
web developer – fresher,IntelloGrit,Remote,"Integrate data from various back-end services and databases.,Write well designed, testable, efficient code by using best software development practices.",2022-07-26,Not Disclosed,[],
telecom networking,IBM,"Noida, Uttar Pradesh","Collects a complete and accurate customer data (minimum data sets).,Intermediate technical understanding of voice, data, ethernet products and related equipment…",2022-07-26,Not Disclosed,[],
data science,Blue Diamond Infotech PVT LTD,"Thane, Maharashtra","Deliver practical training sessions for Data Science and Business Analytics.,Must have experience in Python, R, SQL, Data Analytics, and ML.",2022-07-26,"₹14,000 - ₹16,000 a month","['python', 'sql', 'r']",180000.0
associate - data science,TheMathCompany,"Bengaluru, Karnataka","Along with solving complicated business problems for organizations using data science techniques, you will be the face of MathCo. in client engagements.",2022-07-26,Not Disclosed,[],
quality analyst,DR Global HR Services,"Chennai, Tamil Nadu","Compile and analyze statistical data.,A bachelor's degree in computer science, information systems or a related field.",2022-07-26,"₹12,000 - ₹50,000 a month",[],372000.0
data science engineer,Wabtec,"Bengaluru, Karnataka",Statistical processing experience using large datasets (Integrating and transforming disparate data sources and determining the appropriate data hygiene…,2022-07-26,Not Disclosed,[],
senior data scientist,Foundation AI (Cognial AI Solutions Pvt. Ltd.),"Hyderabad, Telangana","Processing, cleansing, and verifying the integrity of data used for analysis.,*Working with both structured and unstructured data (images, text, video, audio)*.",2022-07-26,"₹15,00,000 - ₹30,00,000 a year",[],2250000.0
data management engineer,Siemens,"Gurgaon, Haryana","Candidate will also help to establish and improve the data stewardship and data governance processes for power plant fleet data.,Familiarity with SAP is a plus.",2022-07-26,Not Disclosed,[],
operation analyst,NetApp,"Bengaluru, Karnataka","Determining appropriate metjods to analyze operations, relevant information and data.,You should have good skills in Microsoft office suite (e.e. poerwPoint,…",2022-07-26,Not Disclosed,[],
data scientist - data science,Bristlecone,"Mumbai, Maharashtra","Understand and adhere to Information Security policies, guidelines and procedure, practice them for protection of organizational data and Information System.",2022-07-26,Not Disclosed,[],
python data science/java/web designing trainer,MISNT Services Pvt.Ltd.,"Dehra Dun, Uttarakhand","Python Data Science /Artificial Intelligence /Machine learning /Java.,Survey Chowk, Dehra Dun - 248001, Uttarakhand: Reliably commute or planning to relocate…",2022-07-26,"₹15,000 - ₹35,000 a month","['python', 'machine learning']",300000.0
data analyst,Honeywell,"Bengaluru, Karnataka+1 location","Have 2 to 4 years of data engineering experience in any data warehousing platform.,You will work on a team including scrum masters, product owners, data…",2022-07-26,Not Disclosed,[],
programmer analyst (junior),FENG GROUP,"Patna, Bihar+1 location","Ability to understand functional/technical specifications and analyze data;,Our Client is from a Financial Services company that is looking for a passionate…",2022-07-26,Not Disclosed,[],
data science,VFI SLK,"Bengaluru, Karnataka",Voya’s Data Science Infrastructure and Implementation Team (DSIIT) develops solutions to maximize productivity of Voya’s data science function.,2022-07-26,Not Disclosed,[],
data science consultant,Blue Yonder,"Bengaluru, Karnataka","Experience with data visualization tools, such as D3.js.,Experience with common data science toolkits, such as Python, R, Weka, NumPy, MatLab, etc.",2022-07-26,Not Disclosed,"['python', 'data visualization', 'numpy', 'r']",
gis data analyst,Carifer Technologies,"Erode, Tamil Nadu","Produce reports on geographic data utilizing data visualizations.,Designing digital maps with geographic data and other data sources.",2022-07-26,"₹2,00,000 - ₹3,00,000 a year",[],250000.0
data scientist,MAHIRA RESOURCES PRIVATE LIMITED,"Hyderabad, Telangana","Create automated systems for data error detection.,Proven ability to work with large, complex data.,Lead development of end-to-end streaming- and batch-data…",2022-07-26,Not Disclosed,[],
data engineer: enterprise content management,IBM,"Gurgaon, Haryana+6 locations","To think along with clients and sell.,As an OpenText Solution Architect, you will work in large-scale and complex business and technical environments,…",2022-07-26,Not Disclosed,[],
data science specialist,GE Aviation,"Bengaluru, Karnataka","Work with data engineers on data quality assessment, data cleansing and data analytics.,Develop data science models to address supply chain and engine fleet…",2022-07-26,Not Disclosed,[],
data science,Zee Entertainment Enterprises,"Bengaluru, Karnataka",Preferred: Ideally Masters or higher but we are flexible with candidates having right experience; Familiarity with model building lifecycle and deployment in…,2022-07-26,Not Disclosed,[],
associate data science engineer,Gramener,"Hyderabad, Telangana","Feel the thrill of using data to tell stories.,Learn the ropes of converting Data Problems to Data Answers using AI/ML.,Any graduate or final year student.",2022-07-26,Not Disclosed,[],
lead data analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Data Factory: experience using data factory in an enterprise solution to build data pipelines would be an added advantage.,2022-07-26,Not Disclosed,[],
data scientist,Pfizer,"Chennai, Tamil Nadu",Emphasis will be on application of artificial intelligence (AI) systems and predictive modelling techniques across the drug development continuum using…,2022-07-26,Not Disclosed,[],
